mic0_pos_x,mic0_pos_y,mic0_pos_z,mic1_pos_x,mic1_pos_y,mic1_pos_z,mic2_pos_x,mic2_pos_y,mic2_pos_z,mic3_pos_x,mic3_pos_y,mic3_pos_z,mic4_pos_x,mic4_pos_y,mic4_pos_z,mic5_pos_x,mic5_pos_y,mic5_pos_z,mic6_pos_x,mic6_pos_y,mic6_pos_z,mic7_pos_x,mic7_pos_y,mic7_pos_z,config_id,fs_hz,room_dim_x,room_dim_y,room_dim_z,rt60_target_s,is_anechoic,source_pos_x,source_pos_y,source_pos_z,array_center_x_config,array_center_y_config,array_center_z_config,array_center_x_actual,array_center_y_actual,array_center_z_actual,array_orientation_axis,actual_dist_src_to_array_center_m,actual_azimuth_src_to_array_center_deg,num_mics_configured,num_mics_processed,mic_separation_m,rir_file_basename,snr_db,mic_pair,mic_pair_distance_m,tdoa_real_s,tdoa_method,tdoa_estimated_s,tdoa_error_s,tdoa_computation_time_s,doa_estimated_from_pair_deg,tdoa_method_for_avg_doa,doa_array_estimated_deg,doa_array_real_deg,doa_array_error_deg
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-1,0.1,-0.00017635241773549873,phat,-4.1666666666666665e-05,0.00013468575106883208,0.3163661250000587,-8.216656522292535,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-2,0.2,-0.0003638204095036009,phat,-0.0003541666666666667,9.6537428369342e-06,0.31790750000072876,-37.40144201839324,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-3,0.30000000000000004,-0.0005611666619283079,phat,-0.0005625,-1.333338071692015e-06,0.31721995800035074,-40.025239547364215,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-4,0.4,-0.0007672790076157642,phat,-0.0008333333333333334,-6.60543257175692e-05,0.30978262499957054,-45.60906221853426,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-5,0.5,-0.0009811669324705828,phat,-0.0011875,-0.00020633306752941712,0.0683898749994114,-54.550299600027216,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-6,0.6000000000000001,-0.0012019540492761733,phat,-0.0015625,-0.0003605459507238268,0.10046437500022876,-63.28187003321668,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,0-7,0.7000000000000001,-0.001428868426675683,phat,-0.0019166666666666666,-0.0004877982399909835,0.10275433300012082,-69.91207661143122,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,1-2,0.1,-0.00018746799176810216,phat,-0.0001875,-3.2008231897845364e-08,0.3125395839997509,-40.02523954736422,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,1-3,0.2,-0.00038481424419280924,phat,-6.25e-05,0.00032231424419280923,0.3161656669999502,-6.153212490612179,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,1-4,0.30000000000000004,-0.0005909265898802655,phat,-0.00022916666666666666,0.0003617599232135988,0.24857662500107836,-15.189592804603087,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,1-5,0.4,-0.0008048145147350841,phat,-0.0010208333333333332,-0.00021601881859824909,0.06537970800127368,-61.08815334817516,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,1-6,0.5,-0.0010256016315406745,phat,-0.0013958333333333333,-0.00037023170179265887,0.09885025000039604,-73.24409757218262,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,1-7,0.6000000000000001,-0.0012525160089401843,phat,-0.00175,-0.0004974839910598158,0.11020866699982435,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,2-3,0.1,-0.00019734625242470708,phat,-0.00016666666666666666,3.0679585758040416e-05,0.3136550420003914,-34.866529450385684,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,2-4,0.2,-0.00040345859811216335,phat,-0.00016666666666666666,0.0002367919314454967,0.24856745900069654,-16.608667356285476,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,2-5,0.30000000000000004,-0.000617346522966982,phat,-0.0003958333333333333,0.00022151318963364863,0.06498816600105783,-26.90865672992312,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,2-6,0.4,-0.0008381336397725724,phat,-0.0011875,-0.0003493663602274276,0.09987320900108898,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,2-7,0.5,-0.0010650480171720822,phat,-0.0015625,-0.0004974519828279179,0.10344804200030921,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,3-4,0.1,-0.00020611234568745628,phat,-0.00014583333333333335,6.027901235412293e-05,0.2468965410007513,-30.013784179819712,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,3-5,0.2,-0.0004200002705422749,phat,-0.0003541666666666667,6.583360387560821e-05,0.06464424999830953,-37.40144201839324,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,3-6,0.30000000000000004,-0.0006407873873478652,phat,-0.0005208333333333333,0.00011995405401453191,0.09823329200116859,-36.54729361986216,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,3-7,0.4,-0.000867701764747375,phat,-0.0013541666666666667,-0.0004864649019192917,0.1028418750011042,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,4-5,0.1,-0.00021388792485481866,phat,-0.0003333333333333333,-0.00011944540847851466,0.09048016700035078,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,4-6,0.2,-0.00043467504166040904,phat,-0.0004166666666666667,1.800837499374235e-05,0.3213596250006958,-45.60906221853426,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,4-7,0.30000000000000004,-0.0006615894190599188,phat,-0.000625,3.6589419059918776e-05,0.10046187499938242,-45.60906221853426,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,5-6,0.1,-0.00022078711680559036,phat,-0.00020833333333333335,1.2453783472257012e-05,0.0995600000005652,-45.60906221853426,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,5-7,0.2,-0.00044770149420510013,phat,-0.00075,-0.0003022985057948999,0.17795979200127476,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,6-7,0.1,-0.00022691437739950974,phat,-0.00020833333333333335,1.8581044066176398e-05,0.2595312079993164,-45.60906221853426,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,10,array_avg_adj_pairs,,,,,,,,phat,-42.04861916241867,-135.0,92.95138083758133
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-1,0.1,-0.00017635241773549873,phat,-0.00016666666666666666,9.685751068832073e-06,0.31828350000068895,-34.866529450385684,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-2,0.2,-0.0003638204095036009,phat,-0.000375,-1.1179590496399115e-05,0.3177578340000764,-40.02523954736422,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-3,0.30000000000000004,-0.0005611666619283079,phat,-0.0005625,-1.333338071692015e-06,0.3196801249996497,-40.025239547364215,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-4,0.4,-0.0007672790076157642,phat,-0.0008333333333333334,-6.60543257175692e-05,0.2599241250009072,-45.60906221853426,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-5,0.5,-0.0009811669324705828,phat,-0.0011875,-0.00020633306752941712,0.06589633300063724,-54.550299600027216,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-6,0.6000000000000001,-0.0012019540492761733,phat,-0.0015625,-0.0003605459507238268,0.0972713749997638,-63.28187003321668,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,0-7,0.7000000000000001,-0.001428868426675683,phat,-0.0019375,-0.0005086315733243169,0.10219599999982165,-71.69079132887424,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,1-2,0.1,-0.00018746799176810216,phat,-0.0001875,-3.2008231897845364e-08,0.32163341700106685,-40.02523954736422,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,1-3,0.2,-0.00038481424419280924,phat,-0.0003958333333333333,-1.1019089140524088e-05,0.3220918749993871,-42.754168343454836,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,1-4,0.30000000000000004,-0.0005909265898802655,phat,-0.0006458333333333333,-5.4906743453067845e-05,0.24645791699913389,-47.59553390158901,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,1-5,0.4,-0.0008048145147350841,phat,-0.0010208333333333332,-0.00021601881859824909,0.0651726249998319,-61.08815334817516,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,1-6,0.5,-0.0010256016315406745,phat,-0.0013958333333333333,-0.00037023170179265887,0.0999555420003162,-73.24409757218262,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,1-7,0.6000000000000001,-0.0012525160089401843,phat,-0.00175,-0.0004974839910598158,0.10107787499873666,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,2-3,0.1,-0.00019734625242470708,phat,-0.0001875,9.846252424707073e-06,0.31739529100013897,-40.02523954736422,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,2-4,0.2,-0.00040345859811216335,phat,-0.00016666666666666666,0.0002367919314454967,0.24602366699946288,-16.608667356285476,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,2-5,0.30000000000000004,-0.000617346522966982,phat,-0.0003958333333333333,0.00022151318963364863,0.06715741700099898,-26.90865672992312,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,2-6,0.4,-0.0008381336397725724,phat,-0.0011875,-0.0003493663602274276,0.10269041700121306,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,2-7,0.5,-0.0010650480171720822,phat,-0.0015625,-0.0004974519828279179,0.1026358330000221,-90.0,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,3-4,0.1,-0.00020611234568745628,phat,2.0833333333333333e-05,0.00022694567902078962,0.25068470900077955,4.097753358309459,,,,
2.15,2.5,2.5,2.25,2.5,2.5,2.35,2.5,2.5,2.45,2.5,2.5,2.55,2.5,2.5,2.65,2.5,2.5,2.75,2.5,2.5,2.85,2.5,2.5,room5x5x5_medrev_8mics,48000,5.0,5.0,5.0,0.5,False,1.25,1.25,2.5,2.5,2.5,2.5,2.5,2.5,2.5,x,1.768,-135.0,8,8,0.1,rir_room5x5x5_medrev_8mics,20,3-5,0.2,-0.0004200002705422749,phat,-0.0003333333333333333,8.666693720894158e-05,0.11369825000110723,-34.866529450385684,,,,
